project_id,project_name,sector,ministry,state,district,implementing_agency,sanctioned_cost,revised_cost,actual_expenditure,sanctioned_duration,actual_duration,start_date,expected_end_date,revised_end_date,physical_progress,financial_progress,contractor_name,revision_count,funding_source,land_acquisition_status,environment_clearance,forest_clearance,utility_shifting_status,tender_type,no_of_extensions,last_inspection_date,inspection_score,disputes_count,cost_overrun_flag,time_overrun_flag,cost_overrun_pct,time_overrun_pct,risk_score,risk_category
PROJ-701329,Petrochemical and Lube Integration Project at Gujarat Refinery,Oil & Gas,Ministry of Petroleum & Natural Gas,Gujarat,Ahmedabad,Indian Oil Corporation Limited [IOCL],18936.0,17825.0,13901.1,47,74,2020-09-21,2024-08-31,2026-11-30,90.0,73.41,GMR Infrastructure,2,PPP,Partial,Pending,Not Required,Not Started,Open,2,2026-07-12,5.5,3,0,1,0.0,57.45,37.7,Medium
PROJ-709847,Pipeline Network Project Rudrasagar,Oil & Gas,Ministry of Petroleum & Natural Gas,Arunachal Pradesh,Itanagar,Oil and Natural Gas Corporation Limited [ONGC],481.0,481.03,238.83,39,51,2023-01-27,2026-04-27,2027-04-30,55.0,49.65,GMR Infrastructure,4,State,Complete,Obtained,Obtained,Partial,Open,5,2026-02-17,3.6,0,0,1,0.01,30.77,22.7,Low
PROJ-617827,"Pipeline Rehabilitation Project, Phase-II",Oil & Gas,Ministry of Petroleum & Natural Gas,Punjab,Patiala,Oil India Limited,680.0,680.0,13.53,60,60,2024-12-18,2029-12-17,2029-12-17,29.0,1.99,IRCON International,1,Externally Aided,Complete,Obtained,Obtained,Complete,Open,1,2026-04-14,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-619314,Pipeline Replacement Project- PRP-IX,Oil & Gas,Ministry of Petroleum & Natural Gas,Tripura,Dharmanagar,Oil and Natural Gas Corporation Limited [ONGC],6684.0,6175.0,979.47,21,21,2025-08-21,2027-05-15,2027-05-15,24.0,14.65,IRCON International,0,Externally Aided,Partial,Obtained,Obtained,Complete,Open,0,2026-06-12,7.1,1,0,0,0.0,0.0,8.0,Low
PROJ-709797,POL & LOBS Installations with Receipt Pipelines at Rasayani,Oil & Gas,Ministry of Petroleum & Natural Gas,Haryana,Faridabad,Bharat Petroleum Corporation Limited [BPCL],2585.0,2585.0,1507.62,37,37,2023-05-15,2026-05-31,2026-05-31,87.0,58.32,Shapoorji Pallonji Co,0,State,Partial,Not Required,Obtained,Partial,Open,0,2026-06-03,7.6,1,0,0,0.0,0.0,8.0,Low
PROJ-611917,Poly Butadiene Rubber plant at Panipat,Oil & Gas,Ministry of Petroleum & Natural Gas,Haryana,Panipat,Indian Oil Corporation Limited [IOCL],1459.0,2531.44,1560.24,37,58,2022-03-16,2025-03-31,2026-12-31,90.0,61.63,Adani Infra Ltd,4,PPP,Not Started,Pending,Pending,Complete,Single,5,2026-01-12,6.0,2,1,1,73.51,56.76,72.3,High
PROJ-709865,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme,Oil & Gas,Ministry of Petroleum & Natural Gas,Haryana,Ambala,Numaligarh Refinery Limited,294.0,293.5,81.84,21,45,2023-04-12,2024-12-31,2026-12-31,99.0,27.84,GMR Infrastructure,4,Central,Complete,Pending,Obtained,Partial,Limited,4,2026-05-16,3.5,3,0,1,0.0,114.29,41.5,Medium
PROJ-612790,Power System Upgradation Project,Oil & Gas,Ministry of Petroleum & Natural Gas,Arunachal Pradesh,Naharlagun,Mangalore Refinery and Petrochemicals Limited,385.0,385.0,271.36,25,35,2023-10-30,2025-11-17,2026-09-30,90.0,70.48,Megha Engineering (MEIL),1,State,Complete,Pending,Obtained,Not Started,Open,3,2026-03-23,6.1,3,0,1,0.0,40.0,27.6,Low
PROJ-619226,Provision of four bitumen tanks with capacity of 5 TMT each at Visakh Refinery,Oil & Gas,Ministry of Petroleum & Natural Gas,Ladakh,Kargil,Hindustan Petroleum Corporation Limited,258.0,258.34,8.67,30,30,2025-09-24,2028-03-24,2028-03-24,20.0,3.36,Adani Infra Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-07-09,8.6,1,0,0,0.13,0.0,8.0,Low
PROJ-616950,PRP-VIII [Group-A],Oil & Gas,Ministry of Petroleum & Natural Gas,Mizoram,Champhai,Oil and Natural Gas Corporation Limited [ONGC],1589.0,1486.4,629.46,18,18,2024-09-05,2026-02-28,2026-02-28,60.0,39.61,Megha Engineering (MEIL),1,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-06-24,8.6,0,0,0,0.0,0.0,8.0,Low
PROJ-709849,PRP-VIII Group B [NH & BS Asset],Oil & Gas,Ministry of Petroleum & Natural Gas,Meghalaya,Shillong,Oil and Natural Gas Corporation Limited [ONGC],2547.0,3348.6,3003.9,20,30,2024-06-20,2026-02-28,2026-12-31,99.0,89.71,Afcons Infrastructure,3,State,Partial,Pending,Not Required,Partial,Single,2,2026-05-10,3.9,3,1,1,31.47,50.0,48.2,Medium
PROJ-400169,Redevelopment of Linch Field,Oil & Gas,Ministry of Petroleum & Natural Gas,Bihar,Bhagalpur,Oil and Natural Gas Corporation Limited [ONGC],631.0,845.42,622.24,47,66,2021-04-23,2025-03-31,2026-10-31,94.0,73.6,GMR Infrastructure,2,Central,Not Started,Obtained,Not Required,Not Started,Limited,5,2026-04-27,4.1,2,1,1,33.98,40.43,47.1,Medium
PROJ-400167,Redevelopment of Santhal Field [Onshore-Mehsana Asset],Oil & Gas,Ministry of Petroleum & Natural Gas,Maharashtra,Nagpur,Oil and Natural Gas Corporation Limited [ONGC],1163.0,1162.56,1127.73,109,118,2017-02-23,2026-03-31,2026-12-31,97.0,96.97,PNC Infratech Ltd,1,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-05-14,8.6,0,0,0,0.0,8.26,8.0,Low
PROJ-400087,Redevelopment of Sobhasan Complex,Oil & Gas,Ministry of Petroleum & Natural Gas,Ladakh,Leh,Oil and Natural Gas Corporation Limited [ONGC],886.0,1347.61,1062.32,68,68,2021-08-13,2027-03-31,2027-03-31,96.0,78.83,Shapoorji Pallonji Co,4,Externally Aided,Not Started,Obtained,Not Required,Not Started,Open,5,2026-01-14,6.9,1,1,0,52.1,0.0,38.5,Medium
PROJ-709840,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira",Oil & Gas,Ministry of Petroleum & Natural Gas,Tamil Nadu,Tiruchirappalli,Oil and Natural Gas Corporation Limited [ONGC],249.0,249.43,219.56,33,33,2022-05-27,2025-02-10,2025-02-10,98.0,88.02,Adani Infra Ltd,0,Externally Aided,Complete,Obtained,Obtained,Complete,Limited,1,2026-05-30,8.2,0,0,0,0.17,0.0,8.0,Low
PROJ-709781,Revamping / Augmentation of Facilities at Mathura Bitumen Plant,Oil & Gas,Ministry of Petroleum & Natural Gas,Haryana,Rohtak,Indian Oil Corporation Limited [IOCL],260.0,260.12,23.58,62,62,2022-04-19,2027-06-30,2026-12-31,57.0,9.07,IRCON International,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-04-02,8.6,0,0,0,0.05,0.0,8.0,Low
PROJ-709845,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal",Oil & Gas,Ministry of Petroleum & Natural Gas,Goa,North Goa,Oil and Natural Gas Corporation Limited [ONGC],837.0,1119.86,469.99,45,45,2022-11-30,2026-08-31,2026-08-31,71.0,41.97,Tata Projects Ltd,4,State,Not Started,Obtained,Not Required,Complete,Open,4,2026-02-20,5.0,1,1,0,33.79,0.0,28.0,Low
PROJ-709774,Revamping/ Augmentation of facilities at existing port terminal at Mangalore,Oil & Gas,Ministry of Petroleum & Natural Gas,Chhattisgarh,Jagdalpur,Indian Oil Corporation Limited [IOCL],463.0,500.62,327.65,47,65,2022-01-31,2025-12-31,2027-06-30,86.0,65.45,Tata Projects Ltd,3,Externally Aided,Complete,Pending,Not Required,Complete,Single,5,2026-06-21,6.8,2,0,1,8.13,38.3,32.0,Low
PROJ-617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",Oil & Gas,Ministry of Petroleum & Natural Gas,Bihar,Patna,Bharat Petroleum Corporation Limited [BPCL],340.0,340.15,186.21,40,40,2023-10-27,2027-03-01,2027-03-01,56.0,54.74,IRB Infrastructure Developers,0,Central,Partial,Obtained,Obtained,Complete,Open,0,2026-04-27,8.8,0,0,0,0.04,0.0,8.0,Low
PROJ-709799,Setting up Polypropylene Unit at Kochi Refinery,Oil & Gas,Ministry of Petroleum & Natural Gas,Kerala,Kochi,Bharat Petroleum Corporation Limited [BPCL],4460.0,4850.0,1026.0,46,46,2023-12-19,2027-10-31,2027-10-31,45.0,21.15,Adani Infra Ltd,0,Externally Aided,Partial,Obtained,Obtained,Partial,Open,0,2026-07-03,8.8,1,0,0,8.74,0.0,8.0,Low
PROJ-617837,Siliguri Marketing Terminal [SMT] Capacity Augmentation Project,Oil & Gas,Ministry of Petroleum & Natural Gas,West Bengal,Siliguri,Numaligarh Refinery Limited,484.0,484.0,319.32,50,60,2021-11-08,2025-12-31,2026-10-31,89.0,65.98,Patel Engineering,3,Central,Partial,Obtained,Not Required,Partial,Open,3,2026-02-02,6.8,1,0,1,0.0,20.0,17.8,Low
PROJ-617828,Siliguri-Jhapa Pipeline Project,Oil & Gas,Ministry of Petroleum & Natural Gas,West Bengal,Siliguri,Indian Oil Corporation Limited [IOCL],267.0,267.0,3.19,59,59,2024-09-30,2029-08-31,2029-08-31,16.0,1.19,NCC Limited,0,Externally Aided,Complete,Obtained,Obtained,Complete,Open,0,2026-01-09,8.2,0,0,0,0.0,0.0,8.0,Low
PROJ-616254,Visakh Raipur Pipeline Project,Oil & Gas,Ministry of Petroleum & Natural Gas,Chhattisgarh,Raipur,Hindustan Petroleum Corporation Limited,2212.0,2212.0,570.0,36,36,2024-09-11,2027-09-10,2027-09-10,38.0,25.77,KNR Constructions Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-05-13,9.7,1,0,0,0.0,0.0,8.0,Low
PROJ-400203,Dharamjaigarh-Korba,Railways,Ministry of Coal,Chhattisgarh,Korba,Railway,1686.0,2438.53,792.73,103,103,2018-05-22,2026-12-31,2026-08-31,44.0,32.51,NCC Limited,4,State,Partial,Pending,Obtained,Not Started,Open,2,2026-03-18,6.7,1,1,0,44.63,0.0,36.2,Medium
PROJ-400416,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],Railways,Ministry of Coal,Goa,Mormugao,Ministry of Coal,1800.0,2564.34,1784.77,88,112,2018-02-27,2025-06-30,2027-06-30,72.0,69.6,Adani Infra Ltd,2,PPP,Not Started,Obtained,Obtained,Complete,Single,4,2026-03-01,3.9,1,1,1,42.46,27.27,46.7,Medium
PROJ-616697,3rd & 4 th line Vadlapudi-Gate Jn. incl. tie line between Gangavaram Port-Visakhapatnam Steel Plant12.04 km PB73/2023-24/NR,Railways,Ministry of Railways,Andhra Pradesh,Visakhapatnam,CAO/C/SCoR SCoR mor,154.0,154.0,89.67,39,39,2023-04-11,2026-06-30,2026-06-30,87.0,58.23,NCC Limited,0,PPP,Complete,Not Required,Obtained,Partial,Single,0,2026-02-28,8.3,0,0,0,0.0,0.0,8.0,Low
PROJ-709819,3rd & 4th line - Saragbundia & Madwarani 12.2 km PB72/NR/2022-23,Railways,Ministry of Railways,Madhya Pradesh,Gwalior,CAOC/SECR SECR mor,168.0,168.0,28.44,52,52,2022-09-12,2026-12-31,2026-12-31,10.0,16.93,Megha Engineering (MEIL),0,State,Complete,Obtained,Obtained,Complete,Limited,0,2026-02-16,9.0,0,0,0,0.0,0.0,8.0,Low
PROJ-612834,3rd & 4th line between Sarla - Sason 8 km PB73/2023-24/NR,Railways,Ministry of Railways,Himachal Pradesh,Solan,CAO/C/ECOR ECoR mor,252.0,252.0,169.6,32,32,2023-04-19,2025-12-28,2025-12-28,88.0,67.3,IRCON International,0,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-01-12,8.9,0,0,0,0.0,0.0,8.0,Low
PROJ-616227,3rd line between Chandil - Anara- Damodar section 121.26 km,Railways,Ministry of Railways,Uttar Pradesh,Prayagraj,CAO/C/SER SER mor,1932.0,1932.01,9.07,61,61,2024-09-09,2029-09-30,2029-09-30,0.0,0.47,IRB Infrastructure Developers,0,State,Complete,Obtained,Obtained,Complete,Open,0,2026-01-06,8.1,0,0,0,0.0,0.0,8.0,Low
PROJ-705506,3rd Line Manmad - Jalgaon [160 Kilometres],Railways,Ministry of Railways,Tamil Nadu,Tuticorin,Central Railway [CR] - II,1035.0,1870.0,1843.54,91,102,2017-05-30,2024-12-31,2025-11-24,100.0,98.59,Ashoka Buildcon Ltd,2,Central,Partial,Obtained,Not Required,Complete,Open,4,2026-06-02,4.0,2,1,0,80.68,12.09,50.2,Medium
PROJ-709815,4th line - Bhatapara-Hathband 8.8 km PB72/NR/2022-23,Railways,Ministry of Railways,Goa,Vasco da Gama,CAOC/SECR SECR mor,177.0,177.03,21.08,52,63,2022-09-30,2027-01-31,2027-12-31,3.0,11.91,Larsen & Toubro Ltd,4,Externally Aided,Complete,Obtained,Not Required,Complete,Limited,1,2026-05-27,5.3,2,0,1,0.02,21.15,22.2,Low
PROJ-709816,4th line - Bhilai-Bhilai nagar 8.8 km PB72/NR/2022-23,Railways,Ministry of Railways,Chhattisgarh,Bhilai,CAOC/SECR SECR mor,177.0,177.34,35.21,53,53,2022-09-30,2027-02-28,2027-02-28,3.0,19.85,Ashoka Buildcon Ltd,0,State,Complete,Obtained,Not Required,Partial,Single,0,2026-07-27,8.4,0,0,0,0.19,0.0,8.0,Low
PROJ-709817,4th line - Dadhapara-Belha 9.2 km PB72/NR/2022-23,Railways,Ministry of Railways,Goa,Mormugao,CAOC/SECR SECR mor,169.0,169.06,65.43,50,50,2022-09-15,2026-11-30,2026-11-26,10.0,38.7,PNC Infratech Ltd,0,Central,Partial,Obtained,Obtained,Partial,Open,0,2026-03-27,7.3,0,0,0,0.04,0.0,11.7,Low
PROJ-709818,4th line - Rajnandgaon-Dongarhgarh 31.2 km PB72/NR/2022-23,Railways,Ministry of Railways,Chhattisgarh,Rajnandgaon,CAOC/SECR SECR mor,328.0,328.34,98.21,53,53,2022-09-12,2027-01-31,2027-01-31,5.0,29.91,Shapoorji Pallonji Co,1,Central,Complete,Obtained,Obtained,Complete,Limited,1,2026-03-28,9.4,1,0,0,0.1,0.0,11.8,Low
PROJ-705919,Agra Fort-Bandikui Doubling Line Project,Railways,Ministry of Railways,Uttar Pradesh,Agra,CAO/C/NCR,1390.0,1390.0,529.92,61,61,2022-06-01,2027-06-30,2027-06-27,56.0,38.12,Dilip Buildcon Ltd,1,State,Complete,Obtained,Obtained,Partial,Open,0,2026-02-21,9.7,0,0,0,0.0,0.0,8.0,Low
PROJ-705356,Ahmednagar - Beed - Parli - Vaijnath New Broad Gauge Line Railway Project [261.3 km],Railways,Ministry of Railways,Kerala,Calicut,CAOC/CR CR mor,2539.0,5942.48,5054.69,358,358,1997-02-21,2026-12-31,2026-03-31,93.0,85.06,IRCON International,1,Central,Partial,Pending,Not Required,Complete,Single,5,2026-04-26,4.4,3,1,0,134.05,0.0,46.5,Medium
PROJ-616843,Ajmer-Chanderiya section 178.28 km Umbrella work PB57/2019-20/NR,Railways,Ministry of Railways,Rajasthan,Ajmer,CAOC/NWR NWR mor,1635.0,1634.79,560.17,40,49,2024-02-19,2027-06-30,2028-03-31,23.0,34.26,KNR Constructions Ltd,3,Central,Complete,Pending,Obtained,Not Started,Open,2,2026-02-15,6.8,3,0,1,0.0,22.5,27.7,Low
PROJ-705774,Aligarh-Daud Khan - 3rd line 6.9 km & construction of flyover at Daud Khan,Railways,Ministry of Railways,Rajasthan,Kota,CAO/C/NCR NCR mor,758.0,779.49,395.24,70,96,2019-04-01,2025-01-31,2027-03-31,87.0,50.7,IRB Infrastructure Developers,3,Externally Aided,Partial,Pending,Obtained,Not Started,Open,3,2026-06-05,6.9,2,0,1,2.84,37.14,34.5,Low
PROJ-617252,Anand Nagar - Ghughuli via Maharajganj 53.37 km,Railways,Ministry of Railways,Ladakh,Leh,CAOC/NER NER mor,958.0,1501.1,888.5,55,55,2023-08-25,2028-03-21,2028-03-21,12.0,59.19,Hindustan Construction Company (HCC),1,Central,Not Started,Pending,Pending,Not Started,Limited,1,2026-06-26,4.8,1,1,0,56.69,0.0,57.0,Medium
PROJ-705583,Anand Vihar-Tilak Bridge - 3rd & 4th line 9.77 km,Railways,Ministry of Railways,Meghalaya,Jowai,CAOC/NR NR mor,667.0,701.88,393.68,130,187,2012-06-06,2023-03-31,2027-12-31,23.0,56.09,Dilip Buildcon Ltd,2,PPP,Partial,Pending,Pending,Partial,Open,5,2026-08-02,5.9,0,0,1,5.23,43.85,48.4,Medium
PROJ-705368,Araria-Supaul 92 km,Railways,Ministry of Railways,Bihar,Patna,CAO/Con/North/MHX ECR mor,1605.0,2621.05,2140.8,175,209,2009-08-20,2024-03-31,2027-01-31,40.0,81.68,Dilip Buildcon Ltd,2,PPP,Not Started,Obtained,Obtained,Not Started,Limited,5,2026-03-04,5.5,0,1,1,63.31,19.43,68.8,High
PROJ-611751,Aurangabad-Ankai 98.25 km,Railways,Ministry of Railways,Maharashtra,Aurangabad,CAOCON/SCR SCR mor,961.0,961.0,381.13,31,31,2023-05-25,2025-12-31,2025-12-31,0.0,39.66,Patel Engineering,1,PPP,Partial,Obtained,Obtained,Complete,Single,0,2026-02-15,9.2,0,0,0,0.0,0.0,16.7,Low
PROJ-705495,Bagalkot-Kudachi 142 km,Railways,Ministry of Railways,Uttarakhand,Roorkee,CAOC/SWR SWR mor,1378.0,1710.44,797.37,205,205,2010-02-18,2027-03-31,2027-01-31,35.0,46.62,NCC Limited,4,Externally Aided,Not Started,Pending,Pending,Partial,Open,3,2026-06-09,4.7,2,1,0,24.12,0.0,33.9,Low
PROJ-400204,"Bahraich - Khalilabad via Bhinga, Shravasti, Balrampur, Utraula, Domriyaganj, Mehdawal, Bansi 240.26 km",Railways,Ministry of Railways,Uttar Pradesh,Ayodhya,CAOC/NER NER mor,4940.0,4939.78,1671.24,144,144,2018-10-31,2030-10-30,2030-10-31,15.0,33.83,Tata Projects Ltd,1,PPP,Complete,Obtained,Obtained,Partial,Open,1,2026-01-13,8.2,0,0,0,0.0,0.0,8.6,Low
PROJ-703586,Baiyyappanahalli-Hosur 48 km,Railways,Ministry of Railways,West Bengal,Bagdogra,M.D/KRIDE SWR mor,499.0,1160.0,700.64,69,82,2019-04-01,2024-12-31,2026-01-31,85.0,60.4,IRB Infrastructure Developers,2,Central,Partial,Pending,Obtained,Not Started,Open,4,2026-06-01,4.1,0,1,1,132.46,18.84,54.7,Medium
PROJ-705941,Bangalore Suburban Railway Project,Railways,Ministry of Railways,Karnataka,Bengaluru,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],15767.0,15767.0,3277.99,74,113,2020-10-21,2026-12-31,2030-03-31,20.0,20.79,Larsen & Toubro Ltd,2,Externally Aided,Complete,Pending,Not Required,Partial,Open,4,2026-06-26,5.5,3,0,1,0.0,52.7,38.1,Medium
PROJ-705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram 23.08 km - Quadrupling,Railways,Ministry of Railways,Arunachal Pradesh,Itanagar,CPM/GS/SBC SWR mor,493.0,717.54,459.94,95,95,2018-03-20,2026-02-28,2026-02-28,70.0,64.1,NCC Limited,1,Externally Aided,Complete,Obtained,Pending,Not Started,Open,5,2026-02-28,6.5,2,1,0,45.55,0.0,34.4,Low
PROJ-616586,Bangriposi - Gorumahisani 85.60 km PB9/SECR/2023-24,Railways,Ministry of Railways,Assam,Silchar,CAO/C/SER SER mor,2269.0,2269.0,7.31,64,64,2024-08-19,2029-12-31,2029-12-31,2.0,0.32,IRB Infrastructure Developers,0,PPP,Complete,Obtained,Obtained,Complete,Single,0,2026-04-22,7.1,1,0,0,0.0,0.0,8.0,Low
PROJ-705782,Barabanki-Malhaur - 3rd & 4th Line 32.84 km,Railways,Ministry of Railways,Ladakh,Kargil,CAO/C-II/NR NR mor,407.0,480.13,444.11,74,91,2019-01-31,2025-03-31,2026-08-31,77.0,92.5,Shapoorji Pallonji Co,3,Externally Aided,Not Started,Obtained,Pending,Partial,Single,5,2026-01-05,5.6,3,1,1,17.97,22.97,42.9,Medium
PROJ-705357,Baramati - Lonand 54 km,Railways,Ministry of Railways,Karnataka,Kalaburagi,CAOC/CR CR mor,138.0,1790.5,1132.25,338,338,1999-02-04,2027-03-31,2027-03-31,60.0,63.24,Larsen & Toubro Ltd,2,Central,Partial,Obtained,Pending,Complete,Single,3,2026-03-28,7.1,1,1,0,1197.46,0.0,44.9,Medium
PROJ-706860,Barauni-Bachwara 16 km - 3rd & 4th line incl Barauni yard remodelling 32 km Umbrella work PB57/2019-20/NR,Railways,Ministry of Railways,Haryana,Panipat,CAO/Con/North/MHX ECR mor,645.0,485.58,228.43,34,49,2022-10-07,2025-08-01,2026-10-31,38.0,35.42,Adani Infra Ltd,1,Externally Aided,Not Started,Obtained,Pending,Not Started,Single,2,2026-05-01,7.0,1,0,1,0.0,44.12,34.1,Low
PROJ-612072,Barejadi Nandej Geratpur - Sanand - 4th line 38.20 km,Railways,Ministry of Railways,Andhra Pradesh,Rajahmundry,CAOCWR WR mor,962.0,961.67,548.14,50,66,2023-02-03,2027-03-31,2028-07-31,23.0,56.98,Dilip Buildcon Ltd,4,Central,Not Started,Obtained,Obtained,Complete,Open,4,2026-03-07,5.3,3,0,1,0.0,32.0,42.9,Medium
PROJ-705510,Bhadrak-Nergundi - 3rd line 80 km,Railways,Ministry of Railways,Himachal Pradesh,Shimla,CAO/C/ECOR ECoR mor,1284.0,1600.0,1395.78,153,167,2012-03-06,2024-11-30,2026-01-31,87.0,87.24,GMR Infrastructure,2,PPP,Not Started,Obtained,Not Required,Not Started,Open,4,2026-06-13,6.1,2,1,0,24.61,9.15,31.5,Low
PROJ-705777,Bhandai - Flyover for Etawah bound down trains 10 km,Railways,Ministry of Railways,Sikkim,Gyalshing,CAO/C/NCR NCR mor,250.0,250.18,146.85,83,95,2019-04-01,2026-02-28,2027-02-28,11.0,58.7,Ashoka Buildcon Ltd,0,Central,Complete,Obtained,Obtained,Partial,Open,0,2026-01-29,7.1,0,0,0,0.07,14.46,23.4,Low
PROJ-705780,Bhatni - Aunrihar with electrification 125 km excl Indara - Mau 116.95 km,Railways,Ministry of Railways,Assam,Silchar,CMD / RVNL RVNL mor,2529.0,2529.46,2295.3,73,100,2018-03-01,2024-03-31,2026-06-30,94.0,90.74,Ashoka Buildcon Ltd,3,Central,Partial,Obtained,Not Required,Not Started,Limited,4,2026-08-08,4.7,3,0,1,0.02,36.99,33.3,Low
PROJ-705628,Bondamunda - Ranchi 158.50 km,Railways,Ministry of Railways,Jharkhand,Ranchi,CAO/C/SER SER mor,3029.0,3029.04,2696.32,111,123,2016-03-31,2025-06-30,2026-06-30,95.0,89.02,Patel Engineering,0,Externally Aided,Complete,Obtained,Obtained,Partial,Limited,0,2026-07-13,9.5,1,0,0,0.0,10.81,8.0,Low
PROJ-706854,Boridand-Ambikapur 118.81 km Umbrella work PB57/2019-20/NR,Railways,Ministry of Railways,Bihar,Patna,CAOC/SECR SECR mor,1376.0,1576.72,499.37,97,97,2022-06-08,2030-06-30,2030-06-30,38.0,31.67,Hindustan Construction Company (HCC),3,Central,Partial,Pending,Obtained,Partial,Open,3,2026-04-17,5.2,0,1,0,14.59,0.0,17.8,Low
PROJ-400232,Brundamal - Jharsuguda - Fly-over connection for joining down line 6.6 km,Railways,Ministry of Railways,Madhya Pradesh,Jabalpur,CAO/C/ECOR ECoR mor,297.0,296.51,46.39,155,155,2014-01-30,2026-12-31,2026-12-26,55.0,15.62,Megha Engineering (MEIL),0,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-03-17,9.1,0,0,0,0.0,0.0,8.0,Low
PROJ-705515,Budhapank-Salegaon via Rajatgarh - 3rd & 4th line 85 85 km,Railways,Ministry of Railways,Odisha,Rourkela,CAO/C/ECOR ECoR mor,1173.0,3034.8,2213.72,124,124,2015-12-08,2026-03-31,2026-03-31,86.0,72.94,Patel Engineering,4,Central,Complete,Obtained,Obtained,Complete,Limited,4,2026-08-09,6.1,3,1,0,158.72,0.0,44.8,Medium
PROJ-616588,Buramara - Chakulia 59.96 km PB9/SECR/2023-24,Railways,Ministry of Railways,Chhattisgarh,Bhilai,CAO/C/SER SER mor,1459.0,1459.0,11.7,64,64,2024-08-19,2029-12-31,2029-12-31,2.0,0.8,Hindustan Construction Company (HCC),0,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-02-28,7.1,0,0,0,0.0,0.0,8.0,Low
PROJ-705567,Burhwal - Gonda - 3rd line 61.72 km,Railways,Ministry of Railways,Haryana,Faridabad,CAOC/NER NER mor,1016.0,1307.62,777.21,88,103,2017-11-10,2025-03-25,2026-05-30,100.0,59.44,Megha Engineering (MEIL),2,Externally Aided,Complete,Pending,Obtained,Partial,Open,2,2026-02-26,4.1,0,1,1,28.7,17.05,29.2,Low
PROJ-617364,Central Railway - Double chord line between Nilaje and Kopar 4.495 km PB34/CR/2023-24,Railways,Ministry of Railways,Maharashtra,Thane,CAOC/CR CR mor,338.0,205.0,57.54,60,60,2023-07-27,2028-07-26,2028-07-26,15.0,17.02,Megha Engineering (MEIL),1,State,Complete,Obtained,Obtained,Complete,Open,0,2026-06-03,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-705424,Chandigarh-Baddi 33.23 km,Railways,Ministry of Railways,Goa,South Goa,CAOC/NR NR mor,1540.0,1942.17,1101.73,106,106,2018-02-15,2026-12-31,2026-12-31,47.0,56.73,Patel Engineering,3,Central,Partial,Obtained,Pending,Not Started,Open,1,2026-01-07,3.6,3,1,0,26.11,0.0,30.1,Low
PROJ-706865,Chandorgaon-Cansaulim rail flyover 16 km Umbrella work PB57/2019-20/NR,Railways,Ministry of Railways,Uttar Pradesh,Agra,CAOC/SWR SWR mor,1892.0,1892.0,0.0,101,101,2022-10-15,2031-03-31,2031-03-31,0.0,0.0,Tata Projects Ltd,1,PPP,Complete,Obtained,Obtained,Complete,Single,0,2026-06-19,8.1,0,0,0,0.0,0.0,8.0,Low
PROJ-705562,Chhapra-Ballia - Patch doubling 65 km,Railways,Ministry of Railways,Jammu and Kashmir,Srinagar,CAOC/NER NER mor,963.0,1010.84,1000.05,144,159,2013-03-01,2025-02-25,2026-05-30,95.0,98.93,Shapoorji Pallonji Co,1,Central,Partial,Obtained,Obtained,Complete,Open,0,2026-02-14,8.7,1,0,0,4.97,10.42,13.6,Low
